	Unnamed: 0	id	question	equation
1512	1512	65	상자 안에 77개의 공이 있습니다. 태형이가 84개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?	77 + 84
1513	1513	1999	1개의 수 70.49이 있습니다. 이 중에서 14.64보다 큰 수는 모두 몇 개 입니까?	len ( [ val for val in [ 70.49 ] if val > 14.64 ] ) 
1514	1514	2067	한 상자에는 당근이 291개씩 들어있습니다. 63개의 상자 안에 있는 당근은 모두 몇 개일까요?	291 * 63
1515	1515	555	BAC=235'에서 C를 구하시오.	5
1516	1516	241	호석이는 그가 한 시간에 6원을 받으며 식료품 가게에서 일하고 있었습니다. 월요일에 그는 3시간, 화요일에는 5시간 일했습니다. 호석이가 이틀 동안 얼마나 많은 돈을 벌었는가?	"X=6*(3+5)
print(X)"
1517	1517	4461	1개의 숫자 2를 한 번씩만 사용하여 한 자리수를 만들려고 합니다. 만들 수 있는 한 자리 수는 모두 몇 개입니까?	math.factorial(1)
1518	1518	1297	은지는 서커스 제작에 투자합니다. 81,000달러의 기본금과 공연 당 7,000달러의 제작비가 포함됩니다. 매진된 공연은 16,000달러를 가져옵니다. 은지가 이득을 보기 위해 매진시켜야 하는 최소 공연은 몇 개입니까?	"X=81000/(16000-7000)
print(X)"
1519	1519	244	(다) 음식점의 테이블은 총 9개가 있습니다. 각 테이블에는 4명의 남자와 3명의 여자 손님이 있었습니다. 얼마나 많은 손님이 (다) 음식점에 있습니까?	"X=9*(4+3)
print(X)"
1520	1520	3440	2 개의 수 8, 9 로 나누어 떨어질 수 있는 세 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(100, 1000) if arr % 8 == 0 and arr % 9 == 0 ] )
1521	1521	2631	258에서 387까지의 수가 있을 때, 321보다 크고, 323보다 작은 수는 얼마입니까?	( 321 + 323 ) / 2
1522	1522	2577	176에서 278까지의 수가 있을 때, 228보다 크고, 230보다 작은 수는 얼마입니까?	( 228 + 230 ) / 2
1523	1523	4422	키가 작은 사람부터 순서대로 30명이 한 줄로 서 있습니다. 남진가 앞에서부터 1번째에 서 있습니다. 키가 큰 사람부터 순서대로 다시 줄을 서면 남진는 앞에서부터 몇 번째에 서게 됩니까?	30 - 1 + 1
1524	1524	502	1개의 수 63가 있습니다. 그 중에서 가장 큰 수와 가장 작은 수의 차는 얼마입니까?	max ( [ 63 ] ) - min ( [ 63 ] ) 
1525	1525	593	3개의 수 38, 11, 40가 있습니다. 그 중에서 가장 큰 수와 가장 작은 수의 차는 얼마입니까?	max ( [ 38 , 11 , 40 ] ) - min ( [ 38 , 11 , 40 ] ) 
1526	1526	3144	(나) 컵에 물을 가득 넣어 (마) 컵에 부었더니 물이 가득 차지 않았습니다. 어느 컵에 물이 더 많이 들어갈까요?	print('(마)')
1527	1527	2196	한 상자에는 토마토이 267개씩 들어있습니다. 291개의 상자 안에 있는 토마토은 모두 몇 개일까요?	267 * 291
1528	1528	188	지민이는 33명의 고객이 기다릴 수 있도록 했습니다. 31명의 고객이 떠났고 26명의 고객이 새로 왔다면 몇 명의 고객이 있습니까?	"X=33+26-31
print(X)"
1529	1529	278	유나는 그녀가 찾은 각 보물에 대해 9점을 득점하는 비디오 게임을 하고 있었습니다. 그녀가 첫 번째 게임에서 6개의 보물을 발견하고, 두 번째 게임에서 3개의 보물을 발견하였다면 그녀의 점수는 무엇입니까?	"X=9*(6+3)
print(X)"
1530	1530	519	ABC * AA = AAAC. C = ?	1
1531	1531	285	4월에는 꽃이 할인하여 각 6원에 팔았습니다. 만약 은지가 7개의 장미와 3개의 데이지를 샀다면 얼마를 지출했습니까?	"X=6*(7+3)
print(X)"
1532	1532	232	남준과 석진의 나이는 3:5의 비율이고 석진과 유정의 나이는 3:4의 비율입니다. 나이의 합이 88세라면 남준과 유정의 나이 차이는?	4 * 5 * 88 / ( 3 * 3 + 3 * 5 + 4 * 5 ) - 3 * 3 * 88 / ( 3 * 3 + 3 * 5 + 4 * 5 ) 
1533	1533	744	(가)는 (나)보다 무겁고, (다)는 (나)보다 무겁다. 세 상자 중 가장 가벼운 상자는 무엇인가?	print('(나)')
1534	1534	1450	3부터 4까지의 홀수의 합을 구하시오.	sum ( [ i for i in range( 3 , 5 , 2 ) ] )
1535	1535	1925	10개의 수 32.04, 44.21, 46.52, 47.41, 12.45, 66.96, 99.72, 73.34, 51.27, 44.14이 있습니다. 이 중에서 37.85보다 큰 수는 모두 몇 개 입니까?	len ( [ val for val in [ 32.04, 44.21, 46.52, 47.41, 12.45, 66.96, 99.72, 73.34, 51.27, 44.14 ] if val > 37.85 ] ) 
1536	1536	3150	(사) 컵에 물을 가득 넣어 (다) 컵에 부었더니 물이 가득 차지 않았습니다. 어느 컵에 물이 더 많이 들어갈까요?	print('(다)')
1537	1537	2847	주어진 숫자가 60, 4, 77, 9, 76, 24, 27, 94, 67 일 경우 27 보다 크고 77 보다 작은 수 중 가장 작은 수는 무엇입니까?	min ( sorted ( [ i for i in [ 60, 4, 77, 9, 76, 24, 27, 94, 67 ] if i > 27 and i < 77 ] ) )
1538	1538	2684	주어진 숫자가 12, 99, 48, 40, 34, 58, 56, 20, 92, 29, 74, 36, 60, 4 일 경우 34 보다 크고 74 보다 작은 수 중 가장 작은 수는 무엇입니까?	min ( sorted ( [ i for i in [ 12, 99, 48, 40, 34, 58, 56, 20, 92, 29, 74, 36, 60, 4 ] if i > 34 and i < 74 ] ) )
1539	1539	102	처음 70개의 양의 짝수 정수의 합은 4,970입니다. 처음 70개의 홀수 정수의 합은 무엇입니까?	70 * 2 * 70 / 2
1540	1540	2329	238 보다 어떤 수만큼 큰 수는 363입니다. 어떤 수보다 295 작은 수는 얼마입니까?	363 - 238 - 295
1541	1541	3208	(파) 컵에 물을 가득 넣어 (차) 컵에 부었더니 물이 가득 차지 않았습니다. 어느 컵에 물이 더 적게 들어갈까요?	print('(파)')
1542	1542	250	오늘 영희, 철수, 영수는 노래 경연 대회에 나갑니다. 영희는 3곡, 철수는 4곡, 영수는 5곡의 후보곡을 준비했다면 세 사람이 부를 노래의 경우는 총 몇가지인가요?	3 * 4 * 5
1543	1543	485	소와 닭의 그룹에서 다리의 수는 머리 수의 두 배보다 10 더 많았습니다. 소의 수를 구하시오.	10 / ( 4 - 2 ) 
1544	1544	4651	3개의 숫자 1, 4, 5를 한 번씩만 사용하여 세 자리수를 만들려고 합니다. 만들 수 있는 세 자리 수는 모두 몇 개입니까?	math.factorial(3)
1545	1545	548	음향 수업에서 120명의 학생이 남자이고 100명의 학생이 여자입니다. 남학생의 25%, 여학생의 20%가 공대생입니다. 공대 남학생 20%, 공대 여학생 25%가 기말 고사에 합격했다. 공대생 중 몇 퍼센트가 시험에 합격 했습니까?	120 / 4 / ( 1 + 4 ) * 2 + 100 / ( 1 + 4 ) / 4 + 1 + 4
1546	1546	807	석진은 태형, 유나보다 빠르고 유나는 태형, 정국보다 빠르다. 4명의 학생중 정국이 달리기 꼴등일 때 태형의 순위는?	lst = [ ' 석진 ' , ' 태형 ' , ' 유나 ' , ' 정국 ' ] \nprint( len( [ ' 석진 ' , ' 유나 ' , ' 태형 ' ] ) )
1547	1547	1430	4부터 10까지의 짝수의 합을 구하시오.	sum ( [ i for i in range( 4 , 11 , 2 ) ] )
1548	1548	2739	주어진 숫자가 71, 51, 49, 3, 56, 57, 73, 3 일 경우 51 보다 크고 57 보다 작은 수 중 가장 큰 수는 무엇입니까?	max ( sorted ( [ i for i in [ 71, 51, 49, 3, 56, 57, 73, 3 ] if i > 51 and i < 57 ] ) )
1549	1549	4646	4개의 숫자 8, 1, 2, 3를 한 번씩만 사용하여 네 자리수를 만들려고 합니다. 만들 수 있는 네 자리 수는 모두 몇 개입니까?	math.factorial(4)
1550	1550	2676	주어진 숫자가 22, 99, 20, 68, 67, 21, 56, 36, 80, 27, 1 일 경우 20 보다 크고 80 보다 작은 수 중 가장 큰 수는 무엇입니까?	max ( sorted ( [ i for i in [ 22, 99, 20, 68, 67, 21, 56, 36, 80, 27, 1 ] if i > 20 and i < 80 ] ) )
1551	1551	467	유통 업체는 유통 업체가 정한 가격의 20%에 해당하는 수수료를 받는 온라인 상점을 통해 제품을 판매합니다. 유통업자는 품목 당 20원의 가격으로 생산자로부터 제품을 얻습니다. 유통 업체가 품목 가격에 대해 20%의 이익을 유지하기를 원할 경우 구매자가 온라인으로 관찰하는 가격은 얼마입니까?	 ( 20 / 100 * 20 + 20 ) / ( ( 100 - 20 ) / 100 ) 
1552	1552	341	1부터 50까지 숫자가 있을 때, 3의 배수이거나 4의 배수인 수의 개수는?	print ( math.floor ( 50 / 3 ) + math.floor ( 50 / 4 ) - math.floor ( 50 / 12 ) )
1553	1553	2474	543에서 706까지의 수가 있을 때, 631보다 크고, 633보다 작은 수는 얼마입니까?	( 631 + 633 ) / 2
1555	1555	124	마을 인구의 80 %는 23040입니다. 마을의 총 인구는?	100 / 80 * 23040
1556	1556	541	A*4=0'일 때, A를 구하시오.	0 / 4
1557	1557	663	10에서 어떤 수를 빼야 할 것을 잘못하여 13에 어떤 수를 더했더니 40이 되었습니다. 바르계 계산하면 얼마일까요?	x = 40 - 13 ; print ( 10 - x )
1558	1558	946	반지름의 길이와 높이 모두 5cm인 원기둥이 있을 때, 표면적은?	print ( 5 ** 2 * math.pi * 2 + 5 * 2 * math.pi * 5 )
1559	1559	3167	(자) 컵에 물을 가득 넣어 (타) 컵에 부었더니 물이 가득 차지 않았습니다. 어느 컵에 물이 더 많이 들어갈까요?	print('(타)')
1560	1560	4345	키가 작은 사람부터 순서대로 30명이 한 줄로 서 있습니다. 유정가 앞에서부터 25번째에 서 있습니다. 키가 큰 사람부터 순서대로 다시 줄을 서면 유정는 앞에서부터 몇 번째에 서게 됩니까?	30 - 25 + 1
1561	1561	606	하나의 건조기는 24분 안에 일정량의 재료를 건조시킵니다. 다른 건조기는 2분 안에 동일한 작업을 수행합니다. 두 건조기가 모두 작동 할 때 동일한 작업을 수행하는 데 얼마나 많은 시간이 소요됩니까?	1 / ( 1 / 24 + 1 / 2 ) 
1562	1562	1353	어떤 수에서 99을 나누었더니 108가 되었습니다. 어떤 수에서 701를 더하면 얼마가 되는지 구하시오.	108 * 99 + 701
1564	1564	722	동전 던지기에서 앞면를 얻을 확률은?	44198
1565	1565	749	남준, 석진, 윤기가 시험을 봤다. 남준의 점수가 석진보다 낮고 윤기보다 높았다면, 셋 중 꼴지는 누구인가?	print('윤기')
1566	1566	3233	(아) 컵에 물을 가득 넣어 (마) 컵에 부었더니 물이 가득 차지 않았습니다. 어느 컵에 물이 더 적게 들어갈까요?	print('(아)')
1567	1567	603	10에 A를 곱해야하는데 A-10을 곱했더니 30이 되었습니다. 10에 A를 곱한 결과는 몇인가요?	10 * ( 30 / 10 + 10 )
1568	1568	67	상자 안에 70개의 공이 있습니다. 윤기이가 62개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?	70 + 62
1569	1569	274	애완동물 가게에는 4개의 새장이 있습니다. 각 새장에는 8마리의 앵무새와 2마리의 잉꼬가 있는 경우, 애완동물 가게에는 얼마나 많은 새가 있습니까?	"X=4*(8+2)
print(X)"
1570	1570	424	25명의 학급의 평균 점수는 40명이고 다른 학급의 30명은 60점입니다. 모든 학생들의 평균 점수를 구하시오.	 ( 25 * 40 + 30 * 60 ) / ( 25 + 30 ) 
1571	1571	33	사건 (가)가 발생할 확률이 0.6, 사건 (나)가 발생할 확률이 0.7이다. 두 사건 중 하나는 무조건 발생하고, 사건 (가)가 발생했을 때 사건 (나)가 발생할 확률이 0.5라면, 사건 (가) 또는 사건 (나)만 발생할 확률은 얼마인가?	0.6 + 0.7 - 0.6 * 0.5
1572	1572	56	정국이는 학교를 가기 전 9개의 짧은 소매 셔츠와 27개의 긴 소매 셔츠를 씻어야 했습니다. 그가 학교를 가기 전 20개의 셔츠를 씻어 냈다면, 그는 얼마나 많은 셔츠들을 씻어야 합니까?	"X=9+27-20
print(X)"
1573	1573	3898	55명의 학생들이 한 줄로 줄을 섰습니다. 정국의 앞에 53명의 학생들이 서 있습니다. 정국의 뒤에 서 있는 학생은 몇 명입니까?	55 - ( 53 + 1 )
1574	1574	1915	8개의 수 24.44, 12.09, 43.87, 28.45, 40.96, 35.28, 36.64, 83.02이 있습니다. 이 중에서 62.32보다 큰 수는 모두 몇 개 입니까?	len ( [ val for val in [ 24.44, 12.09, 43.87, 28.45, 40.96, 35.28, 36.64, 83.02 ] if val > 62.32 ] ) 
1575	1575	731	남준은 3 미터 나무 가지를 찾아서 3분의 1과 5분의 1로 표시합니다. 그런 다음 모든 표시를 따라 가지를 부수고 길이의 종류별로 한개의 조각을 제거합니다. 원래 가지의 얼마만큼이 남아 있습니까?	1 - ( 3 / ( ( 2 + 3 ) * 3 ) + 2 / ( ( 2 + 3 ) * 3 ) + 1 / ( ( 2 + 3 ) * 3 ) ) 
1576	1576	3854	태형 , 정국 , 은지의 수학 점수는 각각 23점, 31점, 63점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 53점입니다. 태형네 학급 인원수가 50명일 때, 학급 수학 평균 점수는 몇 점입니까	( ( 50 - 3 ) * 53 + 23 + 31 + 63 ) / 50
1577	1577	3005	석진와 동생의 나이를 합하면 45이고, 두 사람의 나이 차는 27입니다. 석진의 동생은 몇 살일까요?	( 45 - 27 ) / 2
1578	1578	4363	키가 작은 사람부터 순서대로 66명이 한 줄로 서 있습니다. 은지가 앞에서부터 7번째에 서 있습니다. 키가 큰 사람부터 순서대로 다시 줄을 서면 은지는 앞에서부터 몇 번째에 서게 됩니까?	66 - 7 + 1
1579	1579	3874	80명의 학생들이 한 줄로 줄을 섰습니다. 은지의 앞에 25명의 학생들이 서 있습니다. 은지의 뒤에 서 있는 학생은 몇 명입니까?	80 - ( 25 + 1 )
1580	1580	2434	266 보다 어떤 수만큼 작은 수는 529입니다. 어떤 수보다 707 큰 수는 얼마입니까?	529 - 266 + 707
1581	1581	1362	어떤 수에서 689을 나누었더니 778가 되었습니다. 어떤 수에서 209를 더하면 얼마가 되는지 구하시오.	778 * 689 + 209
1582	1582	506	A는 5로 나누어 B가 남는 정수이다. A와 B의 합이 14일 때, A는 얼마인가?	14 - next ( filter ( lambda x : ( 14 - x ) % 5 == x , range( 5 ) ) )
1583	1583	833	곰의 무게는 1톤이고 호랑이의 무게는 1200kg입니다. 무거운 동물은?	print ( 1 if 1 > 1200 / 1000 else 1200 / 1000 )
1584	1584	3836	은지 , 유나 , 지민의 수학 점수는 각각 95점, 92점, 97점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 93점입니다. 은지네 학급 인원수가 56명일 때, 학급 수학 평균 점수는 몇 점입니까	( ( 56 - 3 ) * 93 + 95 + 92 + 97 ) / 56
1585	1585	3242	(마) 컵에 물을 가득 넣어 (파) 컵에 부었더니 물이 넘쳤습니다. 어느 컵에 물이 더 많이 들어갈까요?	print('(마)')
1586	1586	4058	달리기 시합에서 지민는 77 등을 했고, 석진는 79 등을 했습니다. 남진는 석진보다 잘했지만 지민보다는 못했습니다. 남진의 등수는 몇 등입니까?	 ( 77 + 79 ) / 2
1587	1587	422	태형이는 15개의 비디오 게임을 가지고 있지만 그들 중 6개가 작동하지 않습니다. 그가 작동하는 비디오 게임을 각 7원에 팔고 싶다면, 그는 몇 원을 벌 수 있습니까?	"X=7*(15-6)
print(X)"
1588	1588	2672	주어진 숫자가 18, 18, 92, 6, 65, 56, 5, 48, 47, 77, 57, 76 일 경우 48 보다 크고 65 보다 작은 수 중 가장 큰 수는 무엇입니까?	max ( sorted ( [ i for i in [ 18, 18, 92, 6, 65, 56, 5, 48, 47, 77, 57, 76 ] if i > 48 and i < 65 ] ) )
1589	1589	426	3의 배수인 네 자리 수 중 7번째로 큰 값을 고르시오.	sorted ( [ n for n in range ( 10 ** ( 4 - 1 ) , 10 ** 4 ) ] ) [ -7 ]
1590	1590	71	휴가 중에 유정이는 동물원에서 50장의 사진을 찍었고, 박물관에서 8장의 사진을 찍었습니다. 그녀가 나중에 38장의 사진을 삭제 한 경우, 그녀가 휴가 중에 찍었던 사진은 몇 장이 있습니까?	"X=50+8-38
print(X)"
1591	1591	550	태형이는 씻어야 할 옷이 59개가 있었습니다. 그중 32개를 씻었습니다. 나머지는 9개씩 씻어야 한다면 총 몇 번을 씻어야 할까요?	"X=(59-32)/9
print(X)"
1592	1592	142	학교 식당에는 14개의 사과가 있었습니다. 학생들의 점심 식사를 위해 13개를 사용한 다음 49개를 더 샀다면 몇 개의 사과가 남아 있습니까?	"X=14+49-13
print(X)"
1593	1593	504	A5 + 3B = 63. A = ?	( 63 - 35 ) // 10
1594	1594	726	어떤 소수의 소수점을 왼쪽으로 2 자리 옮기면 원래보다 42.4 만큼 작아집니다. 원래의 소수를 구하시오.	42.4 * 100 / 99
1595	1595	450	새로운 건물은 14개의 창문을 필요로 했습니다. 건축가는 이미 8개의 창문을 설치했습니다. 각 창문을 설치하는 데 10시간이 걸리면 나머지를 설치하는데 몇 시간이 걸립니까?	"X=10*(14-8)
print(X)"
1596	1596	1395	어떤 수의 2배는 그 수의 절반보다 45만큼 큽니다. 어떤 수를 찾으시오	"X=45/(2-0.5)
print(X)"
1597	1597	1001	반에서 피자를 시켰습니다. 총 5개의 피자를 시켰습니다. 각 피자는 4조각입니다. 얼마나 많은 피자 조각이 있습니까?	"X=5*4
print(X)"
1598	1598	3710	정국 , 남진 , 유나의 수학 점수는 각각 65점, 56점, 55점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 1점입니다. 정국네 학급 인원수가 100명일 때, 학급 수학 평균 점수는 몇 점입니까	( ( 100 - 3 ) * 1 + 65 + 56 + 55 ) / 100
1599	1599	573	5개의 수 65, 44, 27, 39, 77가 있습니다. 그 중에서 가장 큰 수와 가장 작은 수의 차는 얼마입니까?	max ( [ 65 , 44 , 27 , 39 , 77 ] ) - min ( [ 65 , 44 , 27 , 39 , 77 ] ) 
1600	1600	1523	양초를 만들고 하나에 15달러로 판매합니다. 양초를 20개까지 만드는 재료는 20달러입니다. 85달러의 이익을 얻으려면 몇 개의 양초를 팔아야 합니까?	"X=(85+20)/15
print(X)"
1601	1601	349	석진은 3원을 저축했습니다. 그가 수당에 대해 37원을 받았다면, 그는 8원의 장난감을 몇 개 살 수 있습니까?	"X=(3+37)/8
print(X)"
1602	1602	312	특정 상자의 내용물은 사과 14개와 오렌지 26개로 구성되어 있습니다. 상자 안의 과일의 70%가 사과가 되도록 하려면 상자에서 몇 개의 오렌지를 꺼내야 합니까?	14 + 26 - 14 / ( 70 / 100 ) 
1603	1603	33	상자 안에 27개의 공이 있습니다. 호석이가 11개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?	27 + 11
1604	1604	912	윤기는 한 변의 길이가 10cm인 정육면체의 두 배의 부피를 가지는 정육면체를 만드려고 합니다. 윤기가 만드려는 정육면체의 한 변의 길이는 얼마입니까?	( 2 * ( 10 ** 3 ) ) ** ( -3 )
1605	1605	4204	달리기 시합에서 민영는 54 등을 했고, 유정는 56 등을 했습니다. 유나는 유정보다 잘했지만 민영보다는 못했습니다. 유나의 등수는 몇 등입니까?	 ( 54 + 56 ) / 2
1606	1606	4247	달리기 시합에서 태형는 83 등을 했고, 남진는 85 등을 했습니다. 유정는 남진보다 잘했지만 태형보다는 못했습니다. 유정의 등수는 몇 등입니까?	 ( 83 + 85 ) / 2
1607	1607	391	민영이와 그녀의 친구들은 그들의 학급을 위해 종이를 재활용했습니다. 그들이 8kg 재활용할 때마다 1점을 얻습니다. 민영이가 25 kg을 재활용하고 친구들이 23 kg을 재활용 한 경우, 그들은 몇 점을 얻습니까?	"X=(25+23)/8
print(X)"
1608	1608	4468	2개의 숫자 8, 4를 한 번씩만 사용하여 두 자리수를 만들려고 합니다. 만들 수 있는 두 자리 수는 모두 몇 개입니까?	math.factorial(2)
1609	1609	147	20명의 남자가 20 일 만에 일을합니다. 4일 안에 작업을 끝내려면 몇명의 남자가 필요합니까?	20 * 20 / 4
1610	1610	477	15로 나누어지는 수 중에서 4507에 가장 가까운 수는?	print ( 4507 // 15 * 15 )
1611	1611	3695	석진 , 윤기 , 민영의 수학 점수는 각각 84점, 11점, 28점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 33점입니다. 석진네 학급 인원수가 89명일 때, 학급 수학 평균 점수는 몇 점입니까	( ( 89 - 3 ) * 33 + 84 + 11 + 28 ) / 89
1612	1612	2447	652 보다 어떤 수만큼 작은 수는 879입니다. 어떤 수보다 477 큰 수는 얼마입니까?	879 - 652 + 477
1613	1613	300	3개의 숫자 1, 2, 3을 사용하여 4 자리 수를 만들려고 합니다. 총 몇 개의 숫자를 만들 수 있습니까? 	3 ** 4
1614	1614	4604	3개의 숫자 8, 9, 2를 한 번씩만 사용하여 세 자리수를 만들려고 합니다. 만들 수 있는 세 자리 수는 모두 몇 개입니까?	math.factorial(3)
1615	1615	2224	한 상자에는 과일이 52개씩 들어있습니다. 275개의 상자 안에 있는 과일은 모두 몇 개일까요?	52 * 275
1616	1616	2883	지민와 동생의 나이를 합하면 76이고, 두 사람의 나이 차는 35입니다. 지민의 동생은 몇 살일까요?	( 76 - 35 ) / 2
1617	1617	4	상자 안에 68개의 공이 있습니다. 유나이가 44개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?	68 + 44
1618	1618	1113	어떤 수에서 749을 더해야 하는데 잘못하여 265을 더한 결과가 718이 나왔습니다. 바르게 계산한 결과를 구하시오.	718 - 265 + 749
1619	1619	252	윤기는 초콜릿 사탕 2상자와 과 캐러멜 사탕 5상자를 샀습니다. 각 박스에 4개의 사탕이 있는 경우 윤기는 얼마나 많은 사탕을 가지고 있었습니까?	"X=4*(2+5)
print(X)"
1620	1620	3114	(마) 컵에 물을 가득 넣어 (아) 컵에 부었더니 물이 가득 차지 않았습니다. 어느 컵에 물이 더 많이 들어갈까요?	print('(아)')
1621	1621	4359	키가 작은 사람부터 순서대로 22명이 한 줄로 서 있습니다. 유정가 앞에서부터 1번째에 서 있습니다. 키가 큰 사람부터 순서대로 다시 줄을 서면 유정는 앞에서부터 몇 번째에 서게 됩니까?	22 - 1 + 1
1622	1622	2280	644 보다 어떤 수만큼 큰 수는 819입니다. 어떤 수보다 195 작은 수는 얼마입니까?	819 - 644 - 195
1623	1623	1052	어떤 수에서 299을 더해야 하는데 잘못하여 14을 뺀 결과가 691이 나왔습니다. 바르게 계산한 결과를 구하시오.	691 + 14 + 299
1624	1624	39	은지는 게임 컬렉션을 확장하려고 했습니다. 그녀는 친구로부터 41개의 게임을 샀고 14개를 더 샀다. 게임 중 31개가 작동하지 않으면 작동하는 게임은 몇 개입니까?	"X=41+14-31
print(X)"
1625	1625	259	N을 7로 나눈 나머지가 2이면 6 곱하기 N을 7로 나눈 나머지는 무엇입니까?	6 * 2
1626	1626	3936	83명의 학생들이 한 줄로 줄을 섰습니다. 민영의 앞에 60명의 학생들이 서 있습니다. 민영의 뒤에 서 있는 학생은 몇 명입니까?	83 - ( 60 + 1 )
1627	1627	509	64-AB=24이다. A*B=?	( 64 - 24 )  // 10 + ( 64 - 24 ) % 10
1628	1628	898	한 변이 18cm인 정사각형 모양의 종이를 잘라서 한 변이 6cm인 정사각형을 몇 개까지 만들 수 있는지 구하시오.	int ( ( 18 ** 2 ) / ( 6 ** 2) )
1629	1629	3006	태형와 동생의 나이를 합하면 78이고, 두 사람의 나이 차는 29입니다. 태형의 동생은 몇 살일까요?	( 78 - 29 ) / 2
1630	1630	521	카페에는 96개의 사과가 있었습니다. 점심시간을 위해 학생들에게 42개를 나눠주고 나머지를 사용하여 파이를 만들기로 결정했습니다. 각 파이가 6개의 사과를 필요로 하는 경우 몇 개의 파이를 만들 수 있습니까?	"X=(96-42)/6
print(X)"
1631	1631	1175	어떤 수에서 598을 더해야 하는데 잘못하여 818을 더한 결과가 528이 나왔습니다. 바르게 계산한 결과를 구하시오.	528 - 818 + 598
1632	1632	4543	4개의 숫자 8, 3, 4, 7를 한 번씩만 사용하여 네 자리수를 만들려고 합니다. 만들 수 있는 네 자리 수는 모두 몇 개입니까?	math.factorial(4)
1633	1633	803	서로 다른 두 자연수 A , B가 있습니다. A - B = --56, B = 3 * A 일 때, A 를 구하시오.	28
1634	1634	608	석진이는 9장의 카드가 있습니다. 석진이의 할아버지가 4장의 카드를 석진이에게 주었습니다. 석진이가 가진 카드는 총 몇 장인가요?	"X=9+4
print(X)"
1635	1635	1355	어떤 수에서 176을 빼더니 113가 되었습니다. 어떤 수에서 510를 빼면 얼마가 되는지 구하시오.	113 + 176 - 510
1636	1636	1911	1개의 수 80.98이 있습니다. 이 중에서 21.53보다 작은 수는 모두 몇 개 입니까?	len ( [ val for val in [ 80.98 ] if val < 21.53 ] ) 
1637	1637	986	397마리의 나비가 있습니다. 각 나비에는 12개의 검은 점과 17개의 노란색 점이 있습니다. 검은 점은 총 몇 개입니까?	"X=397*12
print(X)"
1638	1638	278	기계 (가)와 기계 (나)는 각각 660개의 자전거를 제조하는 데 사용됩니다. 기계 (나)가 기계 (가)보다 660개의 자전거를 생산하는 데 10시간이 더 걸립니다. 기계 (나)는 기계 (다)보다 시간당 10% 더 많은 자전거를 생산합니다. 시간당 몇 개의 자전거를 가공합니까?	 ( 660 - 660 / ( 10 / 100 + 1 ) ) / 10
1639	1639	55	학교 (라)는 33개의 빨간 사과와 초록색 사과 23개를 주문했습니다. 그러나 21명의 학생들만이 사과를 먹었다면 (라)는 얼마나 많은 사과가 남았습니까?	"X=33+23-21
print(X)"
1640	1640	829	호석이는 지민이의 집에 있습니다. 지민이네 집에서 호석이네 집까지 10km 떨어져 있습니다. 호석이는 지민이네 집까지 오는데 걸어서 2시간이 걸렸습니다. 호석이는 얼마나 빠른 속도로 걸었습니까?	"X=10/2
print(X)"
1641	1641	383	사과, 포도, 바나나, 참외 중에서 2가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?	len ( list ( itertools.combinations ( [ '사과', '포도', '바나나', '참외' ] , 2 ) ) )
1642	1642	4034	77명의 학생들이 한 줄로 줄을 섰습니다. 지민의 앞에 38명의 학생들이 서 있습니다. 지민의 뒤에 서 있는 학생은 몇 명입니까?	77 - ( 38 + 1 )
1643	1643	733	유정이는 지난달에 3번 가게에 갔다. 가게에 갈 때마다 7개의 땅콩을 구입했다. 지난달 유정이가 구입한 땅콩은 몇 개인가?	"X=3*7
print(X)"
1644	1644	238	76^77/7 나머지는?	7 + 76 - 77
1645	1645	612	민기와 남준이 파트너십 사업을 시작했습니다. 민기의 투자금은 남준의 투자금의 3배 였고 그의 투자 기간은 남준의 투자 기간의 2배였다. 남준이 7000원을 이익으로 받았다면 총 이익은 얼마입니까?	7000 / ( 1 * 1 / ( 3 * 2 + 1 * 1 ) ) 
1646	1646	1827	은지이는 5와 3를 모았습니다. 지민이는 3과 8을 모았습니다. 누가 모은 수가 더 큽니까?	'은지' if 5+3 > 3+8 else '지민'
1647	1647	1004	어떤 수에서 526을 빼야 하는데 잘못하여 583을 더한 결과가 118이 나왔습니다. 바르게 계산한 결과를 구하시오.	118 - 583 - 526
1648	1648	307	은지와 그녀의 친구들은 그들의 학급을 위해 종이를 재활용했습니다. 그들이 4kg 재활용할 때마다 1점을 얻습니다. 은지가 14 kg을 재활용하고 친구들이 2 kg을 재활용 한 경우, 그들은 몇 점을 얻습니까?	"X=(14+2)/4
print(X)"
1649	1649	4494	4개의 숫자 8, 2, 4, 6를 한 번씩만 사용하여 네 자리수를 만들려고 합니다. 만들 수 있는 네 자리 수는 모두 몇 개입니까?	math.factorial(4)
